File Name,File Path,Detected Type
File087,C:\Users\Vigilante\AppData\Local\Temp\vmware-Vigilante\VMwareDnD\4f9c8290\File\File087,ZIP
File103,C:\Users\Vigilante\AppData\Local\Temp\vmware-Vigilante\VMwareDnD\4f9c8290\File\File103,PDF
File088,C:\Users\Vigilante\AppData\Local\Temp\vmware-Vigilante\VMwareDnD\4f9c8290\File\File088,Unknown
File089,C:\Users\Vigilante\AppData\Local\Temp\vmware-Vigilante\VMwareDnD\4f9c8290\File\File089,JPEG
File025,C:\Users\Vigilante\Desktop\mp2_take3\File\File025,PE/EXE
File034,C:\Users\Vigilante\Desktop\mp2_take3\File\File034,Unknown
File022,C:\Users\Vigilante\Desktop\mp2_take3\File\File022,PDF
File009,C:\Users\Vigilante\Desktop\mp2_take3\File\File009,PNG
File008,C:\Users\Vigilante\Desktop\mp2_take3\File\File008,PNG
File058,C:\Users\Vigilante\Desktop\mp2_take3\File\File058,Unknown
File014,C:\Users\Vigilante\Desktop\mp2_take3\File\File014,ZIP
File010,C:\Users\Vigilante\Desktop\mp2_take3\File\File010,ZIP
File102,C:\Users\Vigilante\Desktop\mp2_take3\File\File102,Unknown
File088,C:\Users\Vigilante\Desktop\mp2_take3\File\File088,Unknown
File090,C:\Users\Vigilante\Desktop\mp2_take3\File\File090,JPEG
File048,C:\Users\Vigilante\Desktop\mp2_take3\File\File048,"UTF-8(TEXT,BOM)"
File216,C:\Users\Vigilante\Desktop\mp2_take3\File\File216,"UTF-8(TEXT,BOM)"
File198,C:\Users\Vigilante\Desktop\mp2_take3\File\File198,ZIP
File220,C:\Users\Vigilante\Desktop\mp2_take3\File\File220,Unknown
File214,C:\Users\Vigilante\Desktop\mp2_take3\File\File214,JPEG
7d7c36ad20b36d2e4f0cddd0b7c2290e18b11c85,C:\Windows\SoftwareDistribution\Download\7d7c36ad20b36d2e4f0cddd0b7c2290e18b11c85,PE/EXE
File213,C:\Users\Vigilante\Desktop\mp2_take3\File\File213,PE/EXE
File101,C:\Users\Vigilante\Desktop\mp2_take3\File\File101,PE/EXE
File003,C:\Users\Vigilante\Desktop\chatgpt_take2\test_files\File003,Unknown
File111,C:\Users\Vigilante\Desktop\mp2_take3\File\File111,ZIP
File218,C:\Users\Vigilante\Desktop\mp2_take3\File\File218,PNG
File217,C:\Users\Vigilante\Desktop\mp2_take3\File\File217,Unknown
File215,C:\Users\Vigilante\Desktop\mp2_take3\File\File215,"UTF-8(TEXT,BOM)"
File193,C:\Users\Vigilante\Desktop\mp2_take3\File\File193,ZIP
File112,C:\Users\Vigilante\Desktop\mp2_take3\File\File112,Unknown
File209,C:\Users\Vigilante\Desktop\mp2_take3\File\File209,PDF
File208,C:\Users\Vigilante\Desktop\mp2_take3\File\File208,ZIP
File204,C:\Users\Vigilante\Desktop\mp2_take3\File\File204,"UTF-8(TEXT,BOM)"
File207,C:\Users\Vigilante\Desktop\mp2_take3\File\File207,PE/EXE
File206,C:\Users\Vigilante\Desktop\mp2_take3\File\File206,ZIP
File171,C:\Users\Vigilante\Desktop\mp2_take3\File\File171,ZIP
File201,C:\Users\Vigilante\Desktop\mp2_take3\File\File201,PE/EXE
File188,C:\Users\Vigilante\Desktop\mp2_take3\File\File188,Unknown
File212,C:\Users\Vigilante\Desktop\mp2_take3\File\File212,Unknown
File196,C:\Users\Vigilante\Desktop\mp2_take3\File\File196,ZIP
File200,C:\Users\Vigilante\Desktop\mp2_take3\File\File200,PE/EXE
File194,C:\Users\Vigilante\Desktop\mp2_take3\File\File194,ZIP
File195,C:\Users\Vigilante\Desktop\mp2_take3\File\File195,Unknown
File197,C:\Users\Vigilante\Desktop\mp2_take3\File\File197,ZIP
File192,C:\Users\Vigilante\Desktop\mp2_take3\File\File192,Unknown
File191,C:\Users\Vigilante\Desktop\mp2_take3\File\File191,ZIP
File189,C:\Users\Vigilante\Desktop\mp2_take3\File\File189,ZIP
File186,C:\Users\Vigilante\Desktop\mp2_take3\File\File186,Unknown
File187,C:\Users\Vigilante\Desktop\mp2_take3\File\File187,ZIP
File211,C:\Users\Vigilante\Desktop\mp2_take3\File\File211,ZIP
File185,C:\Users\Vigilante\Desktop\mp2_take3\File\File185,ZIP
File203,C:\Users\Vigilante\Desktop\mp2_take3\File\File203,"UTF-8(TEXT,BOM)"
File199,C:\Users\Vigilante\Desktop\mp2_take3\File\File199,PDF
File190,C:\Users\Vigilante\Desktop\mp2_take3\File\File190,PNG
File210,C:\Users\Vigilante\Desktop\mp2_take3\File\File210,ZIP
File179,C:\Users\Vigilante\Desktop\mp2_take3\File\File179,Unknown
File219,C:\Users\Vigilante\Desktop\mp2_take3\File\File219,JPEG
File202,C:\Users\Vigilante\Desktop\mp2_take3\File\File202,Unknown
File205,C:\Users\Vigilante\Desktop\mp2_take3\File\File205,JPEG
File092,C:\Users\Vigilante\Desktop\mp2_take3\File\File092,PE/EXE
File050,C:\Users\Vigilante\Desktop\mp2_take3\File\File050,Unknown
File182,C:\Users\Vigilante\Desktop\mp2_take3\File\File182,PDF
File183,C:\Users\Vigilante\Desktop\mp2_take3\File\File183,ZIP
File160,C:\Users\Vigilante\Desktop\mp2_take3\File\File160,PE/EXE
File169,C:\Users\Vigilante\Desktop\mp2_take3\File\File169,"UTF-8(TEXT,BOM)"
File168,C:\Users\Vigilante\Desktop\mp2_take3\File\File168,Unknown
File174,C:\Users\Vigilante\Desktop\mp2_take3\File\File174,Unknown
File180,C:\Users\Vigilante\Desktop\mp2_take3\File\File180,PE/EXE
File042,C:\Users\Vigilante\Desktop\mp2_take3\File\File042,PE/EXE
File176,C:\Users\Vigilante\Desktop\mp2_take3\File\File176,PE/EXE
File167,C:\Users\Vigilante\Desktop\mp2_take3\File\File167,Unknown
File177,C:\Users\Vigilante\Desktop\mp2_take3\File\File177,PE/EXE
File005,C:\Users\Vigilante\Desktop\mp2_take3\File\File005,PE/EXE
File137,C:\Users\Vigilante\Desktop\mp2_take3\File\File137,Unknown
File155,C:\Users\Vigilante\Desktop\mp2_take3\File\File155,PE/EXE
File164,C:\Users\Vigilante\Desktop\mp2_take3\File\File164,PE/EXE
File161,C:\Users\Vigilante\Desktop\mp2_take3\File\File161,ZIP
File156,C:\Users\Vigilante\Desktop\mp2_take3\File\File156,PDF
File154,C:\Users\Vigilante\Desktop\mp2_take3\File\File154,Unknown
File153,C:\Users\Vigilante\Desktop\mp2_take3\File\File153,ZIP
File152,C:\Users\Vigilante\Desktop\mp2_take3\File\File152,JPEG
File151,C:\Users\Vigilante\Desktop\mp2_take3\File\File151,ZIP
File140,C:\Users\Vigilante\Desktop\mp2_take3\File\File140,JPEG
File181,C:\Users\Vigilante\Desktop\mp2_take3\File\File181,ZIP
File142,C:\Users\Vigilante\Desktop\mp2_take3\File\File142,ZIP
File150,C:\Users\Vigilante\Desktop\mp2_take3\File\File150,ZIP
File178,C:\Users\Vigilante\Desktop\mp2_take3\File\File178,"UTF-8(TEXT,BOM)"
File173,C:\Users\Vigilante\Desktop\mp2_take3\File\File173,PE/EXE
File148,C:\Users\Vigilante\Desktop\mp2_take3\File\File148,Unknown
File144,C:\Users\Vigilante\Desktop\mp2_take3\File\File144,ZIP
File159,C:\Users\Vigilante\Desktop\mp2_take3\File\File159,PE/EXE
File158,C:\Users\Vigilante\Desktop\mp2_take3\File\File158,"UTF-8(TEXT,BOM)"
File175,C:\Users\Vigilante\Desktop\mp2_take3\File\File175,"UTF-8(TEXT,BOM)"
File162,C:\Users\Vigilante\Desktop\mp2_take3\File\File162,ZIP
File141,C:\Users\Vigilante\Desktop\mp2_take3\File\File141,PE/EXE
File136,C:\Users\Vigilante\Desktop\mp2_take3\File\File136,Unknown
File100,C:\Users\Vigilante\Desktop\mp2_take3\File\File100,ZIP
File139,C:\Users\Vigilante\Desktop\mp2_take3\File\File139,Unknown
File146,C:\Users\Vigilante\Desktop\mp2_take3\File\File146,PE/EXE
File145,C:\Users\Vigilante\Desktop\mp2_take3\File\File145,ZIP
File135,C:\Users\Vigilante\Desktop\mp2_take3\File\File135,PDF
File134,C:\Users\Vigilante\Desktop\mp2_take3\File\File134,ZIP
File132,C:\Users\Vigilante\Desktop\mp2_take3\File\File132,PDF
File184,C:\Users\Vigilante\Desktop\mp2_take3\File\File184,PNG
File163,C:\Users\Vigilante\Desktop\mp2_take3\File\File163,JPEG
File170,C:\Users\Vigilante\Desktop\mp2_take3\File\File170,ZIP
File138,C:\Users\Vigilante\Desktop\mp2_take3\File\File138,PDF
File126,C:\Users\Vigilante\Desktop\mp2_take3\File\File126,PNG
File149,C:\Users\Vigilante\Desktop\mp2_take3\File\File149,ZIP
File125,C:\Users\Vigilante\Desktop\mp2_take3\File\File125,PNG
File143,C:\Users\Vigilante\Desktop\mp2_take3\File\File143,JPEG
File053,C:\Users\Vigilante\Desktop\mp2_take3\File\File053,JPEG
File124,C:\Users\Vigilante\Desktop\mp2_take3\File\File124,JPEG
File123,C:\Users\Vigilante\Desktop\mp2_take3\File\File123,PDF
File116,C:\Users\Vigilante\Desktop\mp2_take3\File\File116,ZIP
File172,C:\Users\Vigilante\Desktop\mp2_take3\File\File172,Unknown
File157,C:\Users\Vigilante\Desktop\mp2_take3\File\File157,Unknown
File130,C:\Users\Vigilante\Desktop\mp2_take3\File\File130,ZIP
File106,C:\Users\Vigilante\Desktop\mp2_take3\File\File106,Unknown
File128,C:\Users\Vigilante\Desktop\mp2_take3\File\File128,Unknown
File099,C:\Users\Vigilante\Desktop\mp2_take3\File\File099,Unknown
File147,C:\Users\Vigilante\Desktop\mp2_take3\File\File147,Unknown
File166,C:\Users\Vigilante\Desktop\mp2_take3\File\File166,PE/EXE
File121,C:\Users\Vigilante\Desktop\mp2_take3\File\File121,ZIP
File120,C:\Users\Vigilante\Desktop\mp2_take3\File\File120,"UTF-8(TEXT,BOM)"
File165,C:\Users\Vigilante\Desktop\mp2_take3\File\File165,"UTF-8(TEXT,BOM)"
File131,C:\Users\Vigilante\Desktop\mp2_take3\File\File131,ZIP
File122,C:\Users\Vigilante\Desktop\mp2_take3\File\File122,ZIP
File129,C:\Users\Vigilante\Desktop\mp2_take3\File\File129,PDF
File133,C:\Users\Vigilante\Desktop\mp2_take3\File\File133,JPEG
File098,C:\Users\Vigilante\Desktop\mp2_take3\File\File098,PNG
File029,C:\Users\Vigilante\Desktop\mp2_take3\File\File029,Unknown
File067,C:\Users\Vigilante\Desktop\mp2_take3\File\File067,PE/EXE
File085,C:\Users\Vigilante\Desktop\mp2_take3\File\File085,ZIP
File110,C:\Users\Vigilante\Desktop\mp2_take3\File\File110,Unknown
File004,C:\Users\Vigilante\Desktop\chatgpt_take2\test_files\File004,Unknown
File052,C:\Users\Vigilante\Desktop\mp2_take3\File\File052,JPEG
File084,C:\Users\Vigilante\Desktop\mp2_take3\File\File084,PDF
File001,C:\Users\Vigilante\Desktop\chatgpt_take2\test_files\File001,PE/EXE
File076,C:\Users\Vigilante\Desktop\mp2_take3\File\File076,ZIP
File059,C:\Users\Vigilante\Desktop\mp2_take3\File\File059,PNG
File081,C:\Users\Vigilante\Desktop\mp2_take3\File\File081,PE/EXE
File024,C:\Users\Vigilante\Desktop\mp2_take3\File\File024,PE/EXE
File103,C:\Users\Vigilante\Desktop\mp2_take3\File\File103,PDF
File089,C:\Users\Vigilante\Desktop\mp2_take3\File\File089,JPEG
File023,C:\Users\Vigilante\Desktop\mp2_take3\File\File023,MP3(ID3)
File028,C:\Users\Vigilante\Desktop\mp2_take3\File\File028,Unknown
File007,C:\Users\Vigilante\Desktop\mp2_take3\File\File007,ZIP
File027,C:\Users\Vigilante\Desktop\mp2_take3\File\File027,PE/EXE
File080,C:\Users\Vigilante\Desktop\mp2_take3\File\File080,PE/EXE
File031,C:\Users\Vigilante\Desktop\mp2_take3\File\File031,ZIP
File021,C:\Users\Vigilante\Desktop\mp2_take3\File\File021,Unknown
File043,C:\Users\Vigilante\Desktop\mp2_take3\File\File043,ZIP
File107,C:\Users\Vigilante\Desktop\mp2_take3\File\File107,JPEG
File079,C:\Users\Vigilante\Desktop\mp2_take3\File\File079,Unknown
File020,C:\Users\Vigilante\Desktop\mp2_take3\File\File020,Unknown
File035,C:\Users\Vigilante\Desktop\mp2_take3\File\File035,ZIP
File018,C:\Users\Vigilante\Desktop\mp2_take3\File\File018,PDF
File108,C:\Users\Vigilante\Desktop\mp2_take3\File\File108,PNG
File016,C:\Users\Vigilante\Desktop\mp2_take3\File\File016,Unknown
File095,C:\Users\Vigilante\Desktop\mp2_take3\File\File095,PE/EXE
File054,C:\Users\Vigilante\Desktop\mp2_take3\File\File054,"UTF-8(TEXT,BOM)"
File036,C:\Users\Vigilante\Desktop\mp2_take3\File\File036,PNG
File074,C:\Users\Vigilante\Desktop\mp2_take3\File\File074,ZIP
File105,C:\Users\Vigilante\Desktop\mp2_take3\File\File105,PNG
File012,C:\Users\Vigilante\Desktop\mp2_take3\File\File012,ZIP
File011,C:\Users\Vigilante\Desktop\mp2_take3\File\File011,ZIP
File026,C:\Users\Vigilante\Desktop\mp2_take3\File\File026,Unknown
File056,C:\Users\Vigilante\Desktop\mp2_take3\File\File056,ZIP
File094,C:\Users\Vigilante\Desktop\mp2_take3\File\File094,ZIP
File093,C:\Users\Vigilante\Desktop\mp2_take3\File\File093,ZIP
File047,C:\Users\Vigilante\Desktop\mp2_take3\File\File047,PE/EXE
File109,C:\Users\Vigilante\Desktop\mp2_take3\File\File109,Unknown
File037,C:\Users\Vigilante\Desktop\mp2_take3\File\File037,ZIP
File082,C:\Users\Vigilante\Desktop\mp2_take3\File\File082,Unknown
File006,C:\Users\Vigilante\Desktop\mp2_take3\File\File006,ZIP
File075,C:\Users\Vigilante\Desktop\mp2_take3\File\File075,PE/EXE
File091,C:\Users\Vigilante\Desktop\mp2_take3\File\File091,Unknown
File068,C:\Users\Vigilante\Desktop\mp2_take3\File\File068,PNG
File097,C:\Users\Vigilante\Desktop\mp2_take3\File\File097,Unknown
File055,C:\Users\Vigilante\Desktop\mp2_take3\File\File055,Unknown
File004,C:\Users\Vigilante\Desktop\mp2_take3\File\File004,Unknown
File065,C:\Users\Vigilante\Desktop\mp2_take3\File\File065,Unknown
File003,C:\Users\Vigilante\Desktop\mp2_take3\File\File003,Unknown
File017,C:\Users\Vigilante\Desktop\mp2_take3\File\File017,ZIP
File077,C:\Users\Vigilante\Desktop\mp2_take3\File\File077,"UTF-8(TEXT,BOM)"
File002,C:\Users\Vigilante\Desktop\mp2_take3\File\File002,"UTF-8(TEXT,BOM)"
File030,C:\Users\Vigilante\Desktop\mp2_take3\File\File030,ZIP
File051,C:\Users\Vigilante\Desktop\mp2_take3\File\File051,PE/EXE
File086,C:\Users\Vigilante\Desktop\mp2_take3\File\File086,Unknown
File019,C:\Users\Vigilante\Desktop\mp2_take3\File\File019,PNG
File072,C:\Users\Vigilante\Desktop\mp2_take3\File\File072,PNG
File062,C:\Users\Vigilante\Desktop\mp2_take3\File\File062,PE/EXE
File033,C:\Users\Vigilante\Desktop\mp2_take3\File\File033,Unknown
File113,C:\Users\Vigilante\Desktop\mp2_take3\File\File113,JPEG
File127,C:\Users\Vigilante\Desktop\mp2_take3\File\File127,JPEG
File032,C:\Users\Vigilante\Desktop\mp2_take3\File\File032,ZIP
File119,C:\Users\Vigilante\Desktop\mp2_take3\File\File119,"UTF-8(TEXT,BOM)"
File061,C:\Users\Vigilante\Desktop\mp2_take3\File\File061,Unknown
File060,C:\Users\Vigilante\Desktop\mp2_take3\File\File060,PE/EXE
File066,C:\Users\Vigilante\Desktop\mp2_take3\File\File066,PDF
File117,C:\Users\Vigilante\Desktop\mp2_take3\File\File117,ZIP
File115,C:\Users\Vigilante\Desktop\mp2_take3\File\File115,PE/EXE
File104,C:\Users\Vigilante\Desktop\mp2_take3\File\File104,ZIP
File070,C:\Users\Vigilante\Desktop\mp2_take3\File\File070,PNG
File114,C:\Users\Vigilante\Desktop\mp2_take3\File\File114,PDF
File083,C:\Users\Vigilante\Desktop\mp2_take3\File\File083,Unknown
File087,C:\Users\Vigilante\Desktop\mp2_take3\File\File087,ZIP
File096,C:\Users\Vigilante\Desktop\mp2_take3\File\File096,ZIP
File071,C:\Users\Vigilante\Desktop\mp2_take3\File\File071,PE/EXE
File045,C:\Users\Vigilante\Desktop\mp2_take3\File\File045,JPEG
File078,C:\Users\Vigilante\Desktop\mp2_take3\File\File078,JPEG
File057,C:\Users\Vigilante\Desktop\mp2_take3\File\File057,"UTF-8(TEXT,BOM)"
File073,C:\Users\Vigilante\Desktop\mp2_take3\File\File073,JPEG
File118,C:\Users\Vigilante\Desktop\mp2_take3\File\File118,PE/EXE
File038,C:\Users\Vigilante\Desktop\mp2_take3\File\File038,Unknown
File049,C:\Users\Vigilante\Desktop\mp2_take3\File\File049,"UTF-8(TEXT,BOM)"
File064,C:\Users\Vigilante\Desktop\mp2_take3\File\File064,Unknown
File044,C:\Users\Vigilante\Desktop\mp2_take3\File\File044,Unknown
File039,C:\Users\Vigilante\Desktop\mp2_take3\File\File039,"UTF-8(TEXT,BOM)"
File040,C:\Users\Vigilante\Desktop\mp2_take3\File\File040,Unknown
File069,C:\Users\Vigilante\Desktop\mp2_take3\File\File069,PNG
File001,C:\Users\Vigilante\Desktop\mp2_take3\File\File001,PE/EXE
File015,C:\Users\Vigilante\Desktop\mp2_take3\File\File015,Unknown
File005,C:\Users\Vigilante\Desktop\chatgpt_take2\test_files\File005,PE/EXE
File041,C:\Users\Vigilante\Desktop\mp2_take3\File\File041,PNG
File046,C:\Users\Vigilante\Desktop\mp2_take3\File\File046,PE/EXE
File063,C:\Users\Vigilante\Desktop\mp2_take3\File\File063,MP3(ID3)
File002,C:\Users\Vigilante\Desktop\chatgpt_take2\test_files\File002,"UTF-8(TEXT,BOM)"
File013,C:\Users\Vigilante\Desktop\mp2_take3\File\File013,"UTF-8(TEXT,BOM)"
